"Greek Gods Free","SMART WIRE LLC","Enjoy this free Greek Gods reference.  This app contains more than 360 different greek gods, each record comes with their name, gender, category and their description (more fields to come).Features include the ability to share your favorite god with others all done within the app.  Bookmark your favorite god for easy access.If we are missing any out of this reference, please email them to greekgods@smartwiremedia.com","Free","Reference","2.7 MB","SMART WIRE LLC","4 stars","57 Ratings","https://itunes.apple.com/us/app/greek-gods-free/id353022562?mt=8""
"
"CBS News","CBS Interactive","CBS News for iPhone, iPad and iPod Touch has been renovated, rebuilt and updated! This completely redesigned app will keep you informed on breaking news and the latest developing stories from around the world. Browse and search the latest news stories from categories including U.S. News, World, Politics, Science/Technology, Health, Entertainment, Moneywatch, & Crime. Stay well-informed on all today’s most relevant and timely topics.Watch on-demand video clips or full episodes from CBS News programs such as CBS Evening News, CBS This Morning, 60 Minutes, 48 Hours, Sunday Morning and Face the Nation. With updates throughout the day, the CBS News App is your one-stop source for comprehensive new articles, videos and commentary from respected journalists. ****This app now includes CBSN, the brand new 24/7 digital news channel from CBS News. CBSN features live anchored coverage, original reporting, and breaking news in an innovative interactive video experience. Watch what's live now or use on-demand to view past segments on topics that interest you the most. ****CBS News for the iPhone, iPad & iPod Touch includes these (and many more) features: • CBSN, our 24/7 streaming video news channel.• Real-time updates to evolving news stories throughout the day with the new “quick read” feature on iPhone for more informative browsing.• On-Demand video clip and full episodes (when available) from CBS News programs.• Latest business headlines and market info from CBS MoneyWatch.• Share interesting stories with your friends and family via email, Facebook, or Twitter.• Breaking news push notifications.","Free","News","12.6 MB","CBS Mobile","3 and a half stars","95 Ratings","https://itunes.apple.com/us/app/cbs-news/id334256223?mt=8""
"
"Photo Blend Plus Free - Merge/PS You spotify Fotos In netflix,outlook,hulu,usps,kayak","He Lili","""Photo Blend App"" - A cool new photo editor that allows you to blend two images together to create a double exposure effect! * Layer Your Pics* Blend Your Pics* Duplicate Your Pics* Crop & Re-Size Your Layers* Add Picture Effects* Enhance Your Pics* Go Crop Crazy* Change the Brightness, Contrast, Saturation or Sharpness* Even Draw, Add Text, Remove Redeye, Whiten or Blur","Free","Reference","23.8 MB","He Lili","4 stars","227 Ratings","https://itunes.apple.com/us/app/photo-blend-plus-free-merge/id796314088?mt=8""
"
"Cut the Rope: Experiments Free","ZeptoLab UK Limited","For the first time ever, gain FREE access to all 7 level packs and 175 levels!Feed Om Nom candy through a series of exciting experiments! Enjoy everything you love about the original Cut the Rope with new challenges and a new character, the Professor!You’ll team up with the Professor, a goofy mad (but not bad!) scientist studying Om Nom’s sweet tooth in his secret lab. Play with new gadgets, such as suction cups, and activate superpowers to collect shiny gold stars, uncover hidden prizes, and unlock new levels! Key features: - Innovative physics gameplay - Adorable character - Outstanding graphics - Om Nom animation shorts - Superpowers- Earn or purchase candies for more levelsAbout the game: “Cut the Rope: Experiments from ZeptoLab follows the exact same formula as its predecessor, which means it's awesome.” - IGN “If Cut the Rope: Experiments uncovers one scientific truth, it’s this: ZeptoLab knows how to put together a charming puzzle game.” - Tapscape “Cut the Rope: Experiments takes the original's addictive formula and adds a splash of deviousness, thanks to the addition of some cunning new items.” - Pocket Gamer“This sequel to the smash-hit physics game features more of the adorable Om Nom, who has the best name of any game character ever.” - CNET.com","Free","Games","31.6 MB","ZeptoLab UK Limited","4 and a half stars","219 Ratings","https://itunes.apple.com/us/app/cut-the-rope-experiments-free/id473679806?mt=8""
"
"Touch of Modern - Shop Design & Fashion","Whitehawk Ventures, Inc","Join millions of people in receiving designer products at up to 80% off retail. Touch of Modern is the #1 site in North America to shop conveniently for electronics, furniture, fashion and accessories. We source internationally to bring you modern products at unbeatable prices delivered straight to your door.Our new app gives you access to: 1. Join 6 million users to instantly view daily sales of up to 80% off top designer products!2. Touch of Modern is your one-stop-shop for all things stylish- from watches, home decor, tech accessories, to all things fashion.3. SHOP NOW and be the first to access limited-time only sales curated by our in-house experts. The Touch of Modern app provides you with a FREE, fast, and exclusive membership to: - New items added daily - Sales of these highly coveted items are up to 70% OFF and last ONLY 5 days - Discover the most fascinating and well-designed products in the world at the BEST possible price - Shop on the Go! Have some spare time while commuting or just waiting for your friends? Check out our app, browse, select and check out within 5 minutes. Put your spare time to use, and own the cool gadgets, iphone accessories or wallets that you’ve always wanted.","Free","Lifestyle","18.4 MB","Whitehawk Ventures, Inc.","4 and a half stars","31 Ratings","https://itunes.apple.com/us/app/touch-modern-shop-design-fashion/id567647280?mt=8""
"
"The Moron Test: Old School","DistinctDev, Inc.","Graduate from Moron to Genius as you tap and twist your way through Section 1 of the hit game, The Moron Test! Master the game, then laugh as your friends and family struggle with these seemingly simple puzzles!The Moron Test is one of the most popular mobile games ever with millions of players worldwide, and now you can play Section 1 of the full game for free! Play now and experience why The Moron Test is an App Store favorite!The Moron Test - it's fun to FAIL!FEATURES:- Simple, addicting gameplay- Fun, tricky puzzles- Funny characters, sound effects, and music- Beautiful Retina graphics- You will LOVE watching your friends FAIL!Check out the full version of The Moron Test for even more fun!","Free","Entertainment","20.2 MB","DistinctDev, Inc.","3 and a half stars","50 Ratings","https://itunes.apple.com/us/app/the-moron-test-old-school/id388338756?mt=8""
"
"FOX 4 Dallas-Fort Worth myFOXdfw.com","Fox Television Stations, Inc.","Up to the second stories, video and news from the staff of FOX 4 NEWS in Dallas-Fort Worth. Watch KDFW newscasts live and keep up with local stories and sports as well as top headlines from around the nation and the world.Our News App provides you the option to enable specific geolocation tracking for precise location-based advertisements (review our Privacy Policy for more information on our use and sharing of location information).","Free","News","24.7 MB","Fox Television Stations, Inc.","3 stars","788 Ratings","https://itunes.apple.com/us/app/fox-4-dallas-fort-worth-myfoxdfw.com/id376817521?mt=8""
"
"How to Draw: Art Lessons & Drawing Ideas","Vladyslav Chygarov","The largest collection of drawing tutorials on any subject like:Animals, Celebrities, Cartoon Characters, Superheroes, Anime Manga, Tattoos, Sport Logos, Weapons and Armors, Computer Games Characters, Sport Cars, Monsters, Spaceships, Girls Stuff, Mythical Creatures and many more.> WHAT TO DRAWMore than 600 drawing lessons are grouped in this app!Even pictures like famous singers and actors, cartoon characters or even sport logos can be drawn with ease!> HOW TO DRAWFollow our step by step drawing instructions. Every separate step is so easy, but final result is always great!> WHERE TO DRAWDraw at home, in school, use it for parties or classroom activities and competitions!> FEATURES- Integrated rating system that assigns a level of difficulty: easy, normal, hard, and expert- Each tutorial contains 10-30 precise steps!- Share your creation with friends via email, Facebook, Skype and many more.- Save it to your SD card and set as background.Unleash your creativity and try to draw something today!","Free","Travel","7.9 MB","Vladyslav Chygarov","4 and a half stars","462 Ratings","https://itunes.apple.com/us/app/how-to-draw-art-lessons-drawing/id771664124?mt=8""
"
"Sound Sleeper: calming soothing sounds of nature, white noise generator, relaxing melodies and nursery rhymes for newborn, infant and baby with sleep tracking and monitor","Michael Feigenson","Help your baby relax and drift gently off to sleep with real sounds of nature and the city - also featuring a gorgeous vintage design, sleep tracking, and sound recorder. Sound Sleeper is a three-in-one sleep solution for you and your baby that will accompany you from birth to the toddler years. Use Sound Sleeper to put your baby to sleep in minutes with Play Mode, help her stay asleep with Listen Mode, and enable her to develop healthy sleep habits with Sleep Tracking Mode. Three operation modes inside: - Play Mode: a variety of high-quality sounds that will soothe your baby, including rain, womb, vacuum cleaner and more. - Listen Mode: Your baby’s cry turns on the app automatically to soothe her at night. - Sleep Tracking Mode: Automatically generated color-coded sleep graphs help you analyze your baby’s sleep patterns. - Plus option to record your own soothing sounds to play for your baby, using all the above modes.We are young parents who developed Sound Sleeper to help us stay sane when our first child was born in 2011, and are currently using it for our newborn daughter. He liked “Rain”; she loves “Vacuum Cleaner”…and we’re grateful that thanks to Sleep Tracking, he is already sleeping through the night. We invite you to download Sound Sleeper for free, and treat the whole family to a good night’s sleep! Here’s a small sampling of what parents have to say about Sound Sleeper:- “Amazing - This app really works thank you I got my first good night’s sleep since my baby was born!!” - “Life saver - This app has been a life saver. I have twin boys and the Womb noise instantly soothes them and put them to sleep even when they are in full on meltdown mode. My sanity thanks you!” - “Wow! - I’m amazed. The way our baby girl responds to these sounds and how quickly it works is unbelievable! Use this app!!”","Free","Health & Fitness","67.2 MB","Michael Feigenson","5 stars","189 Ratings","https://itunes.apple.com/us/app/sound-sleeper-calming-soothing/id507967709?mt=8""
"
"WinZip - The leading zip unzip and cloud file management tool","WinZip Computing LLC","World’s #1 zip utility on iOS! Millions of user's choice to work with compressed files. Even work with your files on Dropbox, Google Drive or OneDrive with in-app purchase.The reviews are unanimous!“Trying to open a zip file on your mobile phone? Good luck -- unless you happen to have this handy tool installed. It launches directly from your inbox to give you a look inside those pesky file packages. “ - Mashable CNET gives WinZip for iOS a 5 star rating, saying ""We love apps that are simple and straightforward to use. WinZip definitely fits that description. We recommend it for all users.""If you frequently use your iOS device to send and receive documents and large image files, you'll find a friend in the new WinZip app for iPhones and iPads. The full version costs $5, but it's worth the investment, according to CIO.com blogger James A. Martin.From AppPicker: ""Why not sink a few dollars into this fantastic version of WinZip for your iPhone and iPad!""WinZip makes it easy to handle Zip and RAR files on your iPhone, iPad or iPod Touch! Whether you received a Zip or RAR file as an email attachment, or want to download and view the contents of a Zip and RAR file from the web, just “Open with WinZip”. Share with other iOS users in seconds with support for AirDrop. Now you can: • Unzip major compressed file types, including .ZIP and .RAR with just a tap • Quick browse email compressed attachment content by “Open with WinZip”• Open and save email attachments in a My Files folder locally on your iPhone or iPad • Easily view all images in a zip file with the enhanced image viewer • Browse your Photo Album and iTunes Music• Download or upload files from/to WinZip through iTunes/iTools • Connect directly to your Dropbox, Google Drive, OneDrive and iCloud accounts to zip, unzip and share files (Upgrade Required)• Zip your cloud storage files, unzip files to your accounts, and create and save .zip and .zipx files to your accounts (Upgrade Required)• Compress/backup your files, music, photos to Dropbox, Google Drive, OneDrive or iCloud to free your iPhone space (Upgrade Required)• Unzip and view most common file types including: .doc, .docx, .xls, .xlsx, .ppt, .pptx, .pages, .numbers, .key, .rtf, .pdf, .jpg, .png, .bmp, .gif, .tif, and moreView any of the following types of files within your Zip or RAR file: • Word documents (.doc, .docx) • Excel spreadsheets (.xls, .xlsx) • PowerPoint presentations (.ppt, .pptx) • PDF files (.pdf) • Photos and images (.jpg, .jpeg, .png, .bmp, .gif, .tif, .tiff) • Text files (.txt, .ini, .inf, .bat, .js, .log, .xml, .css, .java, .cs, .h, .m, .cpp, .c, .sql) • Web documents (.htm, .html, .jsp, .asp) • Rich Text Format documents (.rtf) • Keynote presentations (.key) • Numbers spreadsheets (.numbers) • Pages documents (.pages) • Media files (.m4a, .mp3, .wav, .mp4, .mov)Would you like to translate WinZip from English into your native language? Please contact help(at)winzip.com using the subject line ""Translate WinZip into XXX"", replacing XXX with your native language. In recognition of your efforts, your name will be included in the application description.","Free","Utilities","20.9 MB","WinZip Computing LLC","3 and a half stars","573 Ratings","https://itunes.apple.com/us/app/winzip-leading-zip-unzip-cloud/id500637987?mt=8""
"
