"Inkling - Read Interactive Books, eBooks, Textbooks, and How-To Guides on iPad, iPhone, Mac and PC","Inkling Systems, Inc.","As featured in the New York Times, Wall Street Journal, and Techcrunch.Inkling's interactive eBooks are designed to help you learn, study, and discover just about anything, whether it's for school, work, or play. Our books cover the gamut from anatomy to photography and travel to cooking. Our Lonely Planet Guides offer Foursquare-based location info and live updates.  Our Rick Steves’ guides include Rick’s personal vocal narration of key European cities. Our anatomy titles include hundreds of hi-res diagrams that let you strip off the labels and test what you know. Our food and drink books include instructional animations and videos to help you learn news skills in the kitchen. Our For Dummies book selection include learning to play guitar to learning Java or CSS. Download a free chapter and try it for yourself!In the news:ALL THINGS DIGITAL - WALL STREET JOURNAL“Putting textbooks on tablets solves a number of traditional problems. The two most obvious are saving money and back pain.”TECHCRUNCH“After Inkling made its public debut more than two years ago, It quickly became known as the startup that made super well-designed interactive college textbooks for the iPad.”HUFFINGTON POST“Better than just reproducing text in an online setting, Inkling makes educational text interactive, supporting note-taking, social discussion of content and internal search (like Google for your textbook!).”NEW YORK TIMES“A new company called Inkling hopes to break the standard textbook model and help textbooks enter the interactive age by letting students share and comment on the texts and interact with fellow students.”What our customers say about us: MargaretField- “The format is elegant. Love that i can always see where I am in the chapter and in the book as a whole. Interactive quizzes make it even more fun.”Book_lover25- “All of my books now look awesome and work well on iPhone, as well as iPad. Can’t wait to use it as my travel guide while hiking this weekend.”Stephen the Cat- “Using Inkling makes learning fun. The page layouts are attractive. The information is presented in a functional and useful way. Better yet, I can make notes that simplify my review of texts upping my learning efficiency.”What makes Inkling the best interactive eBook experience? TRY IT FREEWhy pay for a boring PDF version of a printed book? That’s what you get with other eBooks. Inkling eBooks are thoughtfully and intuitively structured that make learning interactive and fun. So, go ahead, download and try a FREE chapter today. OFFLINE ACCESSYou don’t have to be online to read your Inkling books. Our books are downloaded to your iPad, iPhone, and iPod Touch and can be read anywhere, anytime. All your notes, highlights and bookmarks are saved, synced across devices, and can be accessed anytime. SEARCH AND NAVIGATEInkling books come with powerful search capabilities. Just type in a keyword or a phrase and voilá! We’ll take you right to the content you want to read. LEARNING AIDSTap and hold anywhere in text, and your favorite learning tools - highlights, notes, definition and search - will pop up. Plus, you can learn collaboratively and share your notes or questions with peers or professors. USE ANY DEVICEDownload once, read Inkling eBooks on your iPad, iPhone, PC or Mac and everything syncs between devices in real time so your books go where you go.RICH INTERACTIVITYReading is delightful with interactive aids - high resolution images, audio and video. Our content is handcrafted to exploit the full power of the iPad and the web. Who says learning can’t be fun and delightful? WHAT ARE YOU WAITING FOR?Start exploring eBooks in the following categories:* Arts & Photography* Food & Drink* Cooking* Business* Computer, Programming & Technology* Crafts & Hobbies* Home & Garden* Medicine* Parenting & Pregnancy* Bibles & Spirituality* Travel & Adventure","Free","Books","47.5 MB","Inkling Systems, Inc.","3 and a half stars","16 Ratings","https://itunes.apple.com/us/app/inkling-read-interactive-books/id379351586?mt=8""
"
"INRIX® XD™ Traffic Maps, Routes & Alerts","INRIX, Inc.","INRIX® Is the most accurate traffic, routing and road alert app that gives you control of your commute. Choose your fastest route, decide the best time to leave, know your arrival time in advance and share it with friends and family.INRIX crowd sources data from more than just phones. We have GPS data from millions trucks, cameras, road sensors, in-car navigation systems. We also track local events that impact traffic. INRIX is trusted by most of the top car manufacturers in the world including Ford, BMW, and Toyota for their in-car navigation systems. The app makes it easy for you to report immediately and share accidents, hazards and police activity. Using the app is a win for the whole driver community, helping everyone save time, money and avoid frustration.“Once you load this app, your traffic intelligence gathering capabilities skyrocket.” MAC|LifeKey Features:•Traffic detail just got even better! Now with INRIX® XD™ Traffic we show detailed traffic conditions down to 800 feet of detail and include 4 million miles of road worldwide, a million more than ever before.•Traffic News: Personalize and see all news relevant to your commute on one screen. Never be surprised by that baseball game traffic again!•Traffic Map: See current traffic conditions, incidents, construction, police and road closures.•Fastest Routes: See the fastest routes to your top destinations.•Personalized Traffic Alerts: Get alerts for accidents and delays on your route.•Share Arrival Times: Let your friends know when you will be there.•Departure Alerts: Tells you when to leave for an on-time arrival.•Community Traffic Reporting: See timely incident reports from the community of INRIX® drivers.•Traffic Cameras: See real time traffic conditions.•Cloud Sync: See your saved places and routes on multiple devices.Premium Version:•Unlimited Saved Places: Save and track routes for an unlimited number of places•Gas/Fuel Prices: See gas prices reported via credit card transactions updated hourly.INRIX® has the best traffic and road incident data for over 4 million miles of roads in over 32 countries. Major cities include: New York, Los Angeles, San Francisco, Seattle, Dallas, Houston, Miami, Honolulu, Atlanta, Boston, Washington D.C., Philadelphia, Chicago, Detroit, San Diego, Phoenix, Toronto, Montréal, Vancouver, Calgary, Paris, Lyon, Marseille, Berlin, Hamburg, Munich, London, Birmingham, Manchester, Leeds, Glasgow, São Paulo, Rio de Janeiro, Salvador, Brasília, Rome, Milan, Napoli, Torino, Madrid, Barcelona.","Free","Navigation","32.4 MB","INRIX, Inc","4 and a half stars","114 Ratings","https://itunes.apple.com/us/app/inrix-xd-traffic-maps-routes/id324384027?mt=8""
"
"Smurfs' Village","Beeline Interactive, Inc.","PLEASE NOTE: Smurfs' Village is free to play, but charges real money for additional in-app content. You may lock out the ability to purchase in-app content by adjusting your device’s settings. ------------------------ This Update is Smurfy, Springy, and So Much Fun! · Place Grouchy’s new hut in your village to unlock a village event and give Grouchy a reason to smile.· See Smurfette dress up as a bounding Easter bunny and collect bigger rewards from her swooning game.· Paint and personalize pretty Easter eggs at the new Painting Table· Complete the fanciful new Floral Fountain Smurfy Wonder· Watch Springtime bloom with cheerful new seasonal crops------------------------ Gargamel found the Smurfs’ village and scattered the Smurfs far and wide.  With Papa Smurf's guidance, it’s up to you to build a new village for the Smurfs to call home.Based on the original cartoon and comic art, players begin the game with only a single mushroom house and a lone plowed plot of land. From there, things quickly progress, allowing players to build specialized houses, elaborate gardens with colorful crops, bridges to span running rivers, trodden paths, and more. ------------------------ Features:- Creativity is your only limit, build a complete Smurfs' village from scratch- Play with your favorite Smurfs including Papa Smurf, Smurfette, Lazy Smurf, Baby Smurf, Handy Smurf and Jokey Smurf- Purchase Smurfberries via in-app purchase to speed up the growth of your crops and village!- Play mini games like Greedy Smurf’s Baking Game, Papa Smurf’s Potion Mixing Game,Painter Smurf’s Painting Game, Lazy Smurf's Fishin' Game and a new free Handy Smurf minigame and unlock additional bonuses- Connect with friends through Facebook and Game Center and send gifts to your friends' villages- Play offline... manage your village anytime without having to connect to the internet.  - Retina display graphics------------------------ ADDITIONAL NOTES:iOS will keep you logged on for 15 minutes after an initial in-app purchase. Additional purchases won’t require a re-entry of the password during this 15 minute interval. This is a function of the iOS software and not within our control.------------------------ Follow us on Twitter: www.twitter.com/BeelineGamesFollow us on Facebook: www.facebook.com/BeelineGamesFollow us on Youtube: www.youtube.com/BeelineGames","Free","Games","457 MB","Beeline Interactive, Inc.","4 and a half stars","394 Ratings","https://itunes.apple.com/us/app/smurfs-village/id399648212?mt=8""
"
"TuneWiki Lyrics","TuneWiki Inc.","Play your music or radio with scrolling lyrics!INTRODUCING LYRIC ART --> Create Lyric Art with lyrics and your photosLet Lyrics tell a great story for you!* Listen to any music with scrolling lyrics* Design & share images with lyrics to Facebook and Twitter* Get lyrics instantly translated into 40+ languages* Use photos you take or download to share with lyrics to create free Lyric Art* Use Apple Airplay with your favorite music and lyrics* Free, unlimited SongID with synced lyrics* Discover new music – Visit community to see what lyrics and music are most popular* See all the most popular photos and Lyric Art* Sync lyrics, flag lyrics, and get the lyrics to sing along to in your favorite songs"" Learn about the next cool artist, band, or song from the people you follow in the app* See the top fans, biography, and top shares of your favorite artistTo remove ads, purchase TuneWiki Pro in-appWorks with all iPhone/iPod Touch devices using iOS 5 & Above. Send us suggestions or feedback to support@tunewiki.com.","Free","Music","20.0 MB","TuneWiki Inc.","4 stars","485 Ratings","https://itunes.apple.com/us/app/tunewiki-lyrics/id542470523?mt=8""
"
"Converter Plus – Units, Currencies and Beyond [free]","TranCreative Software","Converter+ is a unit converter with the most extensive list of currencies and units in hundreds of categories.  Converter Plus also comes with many calculators like mortgage, loan, tip, fuel consumption and many others for everyday problems. You can edit existing templates, add your own or download templates contributed by other users.Exchange rates for all 167 world's currencies is refreshed automatically every 6 hours or on request.FEATURES- Converting multiple units/currencies simultaneously- Support for compound units like Pounds + Ounces or Feet + Inches- Full text search to quickly locate categories and units- Built-in standard calculator- Favorite list- Automatic currency exchange rate refresh - Ability to edit units/templates and sharing the templates via email- Ability to download templates from the Converter Plus catalog on the internetCONVERSIONS/CALCULATIONS:Converter Plus ships with more than 100 categories, including:* Area, Cooking, Coordinates, Energy and Work, Frequency, Gas Mileage, Length - Distance, Power, Pressure, Temperature, Velocity, Speed, Volume - Capacity, Weight - Mass...* Currency (167 currencies), Inflation 1980-2010 (US), Savings. Loan, Mortgage, Energy Expense, Fuel Economy, Sales Tax, Tip Calculators…* Computer Data (Bytes, MB, KB, GB), Data Transfer, Radix (Hex, Oct, Bin)...* Many scientific unit categoriesNotes:- To learn about designing templates in Converter Plus, please visit:http://www.trancreative.com/go/CPDocs","Free","Productivity","7.0 MB","TranCreative Software","4 and a half stars","16 Ratings","https://itunes.apple.com/us/app/converter-plus-units-currencies/id370146222?mt=8""
"
"Best Police Scanner","Smartest Apps LLC","*67% Off Sale Today to celebrate our 20 millionth download *Tap into the largest collection of live police, firefighters, aircraft, railroad, marine, emergency, and ham radios. Be the first to know about important news, events, or the first to know about any major crime waves happening in your town.* Exclusive Feature *Localized police codes - Now you can understand the police language that is specific to your city/county.Feeds/Codes for all 50 U.S. States, Australia, and others are included.New police feeds and others are added on an hourly basis.* Bought the App? *Visit http://smartestapple.com/skins to download new skins for free.* Features *- Listen to feeds in the background. You can run other apps while listening to the police.- Automatically attempts to reconnect the feed if you lose the connection.- Listen to feeds on your desktop/laptop computer. Email yourself a link to the feed, and open that link on your browser.- Ability to Add Feeds- Brand new built-in Web Browser allows you to browse the web while listening to a feed in the background.- The web browser also automatically detects feeds and integrates it with the radio. Now you can add feeds from the web by simply tapping on the feed's link via our browser.- The web browser blocks most ads.- Share feeds with your friends by email. They do not need to buy this app to listen with you.- Top 100 Feeds list- Aircraft and Train Feeds- App starts up in under a second- Worldwide coverage. Although, we may not have your country covered, our app is always expanding and looking for new police radios to tap into.- List scanners by county. Don't just list all feeds in a state, get only the ones that are from your city/county.- Integrated map that finds your location and the location of the feed. Now you can find where the action is happening and follow along.- Built-in police/EMS/fire/military codes and phonetic alphabet for easy interpretation. Good for any beginners who do not have the proper training and have trouble remembering what the codes mean.- Save your favorites to the front screen of the app for quick one-tap access.- This app will dynamically grab a new list of sources so that you will always be the first to get any new police feeds out there.- See the popularity of each feed. Each feed lists the number of listeners who are following the action along with you.- Choose new skins or make your own. Skins can be any photo you choose from your photos library.","$2.99","Medical","11.7 MB","Smartest Apps LLC","4 and a half stars","59 Ratings","https://itunes.apple.com/us/app/best-police-scanner/id334624666?mt=8""
"
"ZEDGE™ Ringtones & Wallpapers","ZEDGE","For years ZEDGE™ has been the most trusted and popular place to get free ringtones and wallpapers, with more than 50 million users worldwide. ZEDGE™ is synonymous for quality and diversity with its extensive catalogue of free ringtones and wallpapers shared by millions of users. ZEDGE™ now offers ringtones to iPhone users, the easy way. ToneSync makes it simple, downloading the ringtones straight to your iTunes library.HIGHLIGHTS· Full iPhone 5, 5s, 5c and iOS 6 & 7 support· Ringtones, notification sounds, alarm sounds and message tones· Alert sounds for Facebook, E-mail, Tweets and Calendar reminders· Massive catalog of high quality tones· HD backgrounds for all iPhone, iPad & iPod retina screens· Parallax wallpaper support· Quality wallpapers optimized for each iPhone, iPad & iPod version· Backgrounds made to fit the home screen and lock screen· Multiple browse & search options· iOS 7 style & user friendly interface · Quick and responsive navigationTIPWant to know who’s calling before you pick up your phone? Find a special ringtone for your mom, your best friend or your boss and set it as a contact ringtone.CATEGORIESWallpapers: Abstract, Anime, Auto & Vehicles, Bollywood, Comedy, Designs, Drawn / Cartoons, Entertainment, Games, Holiday / Occasions, Themes, Logos, Love, Music, Nature / Landscape, News & Politics, Other, People, Pets & Animals, Signs & Sayings, Spiritual, Sport, Technology.Ringtones: Alternative, Blues, Bollywood, Children, Christian & Gospel, Classical, Comedy, Country, Dance, Electronica, Entertainment, Games, Hip Hop, Holiday, Jazz, Latin, Message Tones, News & Politics, Other, Pets & Animals, Pop, R&B;/Soul, Reggae, Rock, Sayings, Sound Effects, World.","Free","Entertainment","7.8 MB","Zedge Holdings Inc","3 stars","860 Ratings","https://itunes.apple.com/us/app/zedge-ringtones-wallpapers/id584485870?mt=8""
"
"NOAA Weather Radar - Live doppler radars with national weather forecast & maps","Apalon Apps","NOAA Weather Radar is a powerful yet easy-to-use weather station right on your device. Real-time animated weather radar images on a highly interactive map won’t let bad weather take you by surprise!Core Functionality:Radar and Satellite overlays show real-time rain, snow, mixed precipitation, and cloud cover in high resolution and vivid colors.Detailed Weather info for locations includes current conditions, 24-hour and 3-day forecasts.Features:- Easy location search. Search by name, or just long tap any spot on the map to get detailed weather for it- Bookmarks. Quickly switch between your favorite spots to see the weather there- Background maps: standard, hybrid, satellite- Choose animation speed, set opacity for radar and satellite overlays- Precise weather data from the nearest meteo station- 24-hour and 3-day weather forecast for any location you choose- Current and ""Feels Like"" temperature. Today’s Min and Max- Pressure, humidity, wind speed, and visibility details, dew point info- Chance of Precipitation parameter will give you a heads-up about upcoming rain, hail, sleet, or snow days ahead before their landfall- Sunrise & sunset timeTake your weather watching to the next level. Track the latest weather activity in smooth high-definition. See what weather is coming your way, and keep you and your family safe.Coverage Info:Radar images are available only for the Continental United States, Alaska, Hawaii, and Puerto Rico.Satellite images and detailed weather info is provided for the USA plus the whole World.","Free","Weather","48.1 MB","IAC Search & Media Europe Ltd.","4 and a half stars","2161 Ratings","https://itunes.apple.com/us/app/noaa-weather-radar-live-doppler/id749133753?mt=8""
"
"Atari's Greatest Hits","Atari","Over 9 MILLION downloads in the App Store! Download this App to receive Missile Command for FREE, and collect up to 100 classic Atari games! Relive the Golden Age of Gaming with a collection of the most popular retro games from the 70s and 80s. This extensive catalog pays homage to each of the originals, with controls designed to mimic what Atari fans remember from 30 years ago! For those who love the classic gaming experience, this handheld breakthrough is sure to guarantee hours of fun.____________________________________“Atari's Greatest Hits is absolutely one of the very best buys in the App Store.” – TouchArcade ""Overall, the scope of Atari's Greatest Hits is amazing. It’s certainly the best emulator on the App Store for content and presentation.” – AppGamer ""Atari's Greatest Hits features a mesmerizing amount of nostalgia in one app.” – CNet ____________________________________FEATURES:• Get Missile Command for FREE!• Access to 100 classic Atari 2600 and arcade games including ASTEROIDS and CENTIPEDE • In-app purchases will unlock across all devices associated with the player’s account • Bluetooth multiplayer for head-to-head play for titles such as WARLORDS, TEMPEST and more!• Original cabinet and box art• Play with the official Atari® Arcade – Duo™ Powered joystick. http://bit.ly/atariarcade Play games in three unique ways:1. 25 separate packs available for download at $0.99 each 2. Buy all 100 games for a discounted price of $9.99 3. Purchase tokens for individual game plays (not needed for game packs already purchased) Play anywhere, anytime!_______________________________________ Come check out the latest updates, or talk to us directly!Like us on Facebook:http://www.facebook.com/AtarisGreatestHitsAtari Web SiteAtari's Greatest Hits Support","Free","Games","76.0 MB","Atari, Interactive","3 and a half stars","47 Ratings","https://itunes.apple.com/us/app/ataris-greatest-hits/id422966028?mt=8""
"
"Sonic Dash","SEGA","Please note Sonic Dash supports iPhone 4 and higher, iPad 2 and higher, iPod touch v4 and higher.How far can the world’s fastest hedgehog run?Play as Sonic the Hedgehog as you dash, jump and spin your way across stunning 3D environments.  Swipe your way over and under challenging obstacles in this fast and frenzied endless running game for iPad, iPad mini, iPhone & iPod touch.SONIC…The world famous Sonic the Hedgehog stars in his first endless running game – how far can you go?…DASH!Unleash Sonic’s incredible dash move that allows you to run at insane speed and destroy everything in your path!AMAZING ABILITIESUtilise Sonic’s powers to dodge hazards, jump over barriers and speed around loop de loops.  Plus defeat enemies using Sonic’s devastating homing attack!STUNNING GRAPHICSSonic’s beautifully detailed world comes to life on mobile and tablet – never has an endless runner looked so good!MULTIPLE CHARACTERSChoose to play as one of Sonic’s friends, including Tails, Shadow and Knuckles.EPIC BOSS BATTLESFor a limited time only face off against one of the nastiest and most evil enemies ever – Zazz from Sonic Lost World. As one of the most dangerous members of the devastating Deadly Six, you must use all of Sonic’s agility and abilities to rise against Zazz and take him down before it’s too late!POWERUPSUnlock, win or buy ingenious power-ups to help you run further. Including head starts, shields, ring magnets and unique score boosters!KEEP ON RUNNINGGet more rewards the more you play! Level up your score multiplier by completing unique missions, or win amazing prizes including Red Star Rings & additional characters by completing Daily Challenges and playing the Daily Spin.SOCIALLY CONNECTEDChallenge your friends on the leader boards or invite your friends through Facebook to prove who the best speed runner is…COMING SOONWe’re working hard to bring you future FREE updates!","Free","Games","65.7 MB","Sega America","4 and a half stars","5311 Ratings","https://itunes.apple.com/us/app/sonic-dash/id582654048?mt=8""
"
